item_id,release_date,item_desc,item_name,availability
2553,1997,,The Outsiders (Now in Speak!),1
2554,2002,,La caverna = A caverna,1
2555,1994,,"Three Men in a Boat, to Say Nothing of the Dog! (Penguin Popular Classics)",1
2556,2002,,The Summons,1
2557,1988,,Time Flies,1
2558,1997,,Second Child,1
2559,1996,,The Green Mile: The Mouse on the Mile (Green Mile Series),1
2560,1996,,The Two Dead Girls (Green Mile Series),1
2561,1996,,The STALLION,1
2562,1989,,Perfect Victim,1
2563,2001,,Les Heures / The Hours,1
2564,2002,,Hygiene De Lassassin,1
2565,1988,,Le Parfum : Histoire d'un meurtrier,1
2566,2002,,Metaphysique Des Tubes,1
2567,1987,,The Best of H. P. Lovecraft: Bloodcurdling Tales of Horror and the Macabre,1
2568,2001,,Nothing Like It In the World : The Men Who Built the Transcontinental Railroad 1863-1869,1
2569,1988,,"The Enemy Within (Mission Earth, Vol 3)",1
2570,1985,,Dispossessed,1
2571,1992,,Road to Gandolfo,1
2572,1997,,The Third Twin,1
2573,1995,,Schau Dich nicht um.,1
2574,1994,,Dinopark/Jurassic Park,1
2575,1999,,Das BlÃƒ?Ã‚Â¼tenstaubzimmer.,1
2576,1982,,The Tao of Pooh,1
2577,1996,,Married To The Man (Reunited) (Harlequin Superromance No 684),1
2578,1997,,The Watsons Go to Birmingham - 1963 (Yearling Newbery),1
2579,1992,,I Is for Innocent (A Kinsey Millhone Mystery),1
2580,1997,,Small Miracles: Extraordinary Coincidences from Everyday Life,1
2581,1995,,The Red Queen: Sex and the Evolution of Human Nature,1
2582,2004,,The Godfather,1
2583,1997,,Crimson Joy,1
2584,1998,,The Winner,1
2585,1998,,The Best Laid Plans,1
2586,1996,,A Wild and Lonely Place (Sharon McCone Mysteries (Paperback)),1
2587,2001,,Bones,1
2588,1999,,Chicken Soup for the Unsinkable Soul - Stories of Triumphing Over Life's Obstacles,1
2589,2002,,The Villa,1
2590,1988,,Cultural Literacy: What Every American Needs to Know,1
2591,1995,,The Chosen,1
2592,1994,,The Virgin Suicides,1
2593,1994,,Va' dove ti porta il cuore (Romanzi e racconti),1
2594,,,Terra!,1
2595,1999,,Mr. Macgregor,1
2596,1996,,To the Lighthouse (Penguin Popular Classics),1
2597,1997,,Well Groomed,1
2598,1996,,From Potter's Field,1
2599,2001,,It's Not About the Bike: My Journey Back to Life,1
2600,2001,,Anil's Ghost (Vintage International),1
2601,2001,,Sidetracked Home Executives(TM) : From Pigpen to Paradise,1
2602,1997,,Der Regenmacher.,1
2603,,,Honourable Schoolboy,1
2604,2002,,The Summerhouse,1
2605,1999,,"Ahab's Wife: Or, The Star-Gazer: A Novel",1
2606,1997,,Cold Mountain,1
2607,1982,,Dr. Jekyll and Mr. Hyde (Bantam Classics),1
2608,1997,,The Heart of a Woman,1
2609,1995,,The Zone: A Dietary Road Map to Lose Weight Permanently : Reset Your Generic Code : Prevent Disease : Achieve Maximum Physical Performance,1
2610,1989,,"Wilderness : The Lost Writings of Jim Morrison (Morrison, Jim, Lost Writings of Jim Morrison (Vintage Books (Firm)), V. 1.)",1
2611,1992,,"I'm Good Enough, I'm Smart Enough, and Doggone It, People Like Me! : Daily Affirmations By Stuart Smalley",1
2612,1996,,MARY REILLY : MARY REILLY (Movie-Tie-in),1
2613,1982,,RAMONA QUIMBY AGE 8 (Ramona Quimby (Paperback)),1
2614,2002,,Hollywood Wives - The New Generation,1
2615,2001,,Scarlet Feather,1
2616,2000,,Range of Motion,1
2617,2000,,Traveling Mercies: Some Thoughts on Faith,1
2618,2000,,The Blind Assassin,1
2619,1998,,The Butter Did It : A Gastronomic Tale of Love and Murder (Chas Wheatley Mysteries),1
2620,2003,,Haunted,1
2621,1996,,The Witness for the Prosecution and Other Stories,1
2622,1990,,Murder at the PTA Luncheon,1
2623,1992,,The Tale of the Body Thief (Vampire Chronicles),1
2624,2001,,Bibliotherapy: The Girl's Guide to Books for Every Phase of Our Lives,1
2625,2004,,Birthright,1
2626,2004,,Gone Too Far,1
2627,2004,,Die in Plain Sight,1
2628,2004,,Flirting with Pete : A Novel,1
2629,2004,,Dark Horse,1
2630,1995,,La Casa Degli Spiriti,1
2631,2002,,The Chocolate Cat Caper,1
2632,2003,,Thicker Than Water,1
2633,2003,,The Bad Witness,1
2634,2000,,Pawing Through the Past (Mrs. Murphy Mysteries (Hardcover)),1
2635,1999,,Plainsong,1
2636,1988,,D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback)),1
2637,1995,,A Son of the Circus,1
2638,1999,,Midnight in the Garden of Good and Evil,1
2639,2001,,Postmarked Yesteryear: 30 Rare Holiday Postcards,1
2640,1993,,Route 66 Postcards: Greetings from the Mother Road,1
2641,1998,,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),1
2642,1992,,There Are No Children Here: The Story of Two Boys Growing Up in the Other America,1
2643,1990,,Misery,1
2644,1999,,The Cat Who Saw Stars,1
2645,1998,,Brain Droppings,1
2646,2000,,A Short Guide to a Happy Life,1
2647,2003,,"The Savage Nation: Saving America from the Liberal Assault on Our Borders, Language and Culture",1
2648,1985,,Until Proven Guilty,1
2649,2004,,Injustice for All: A J.P. Beaumont Mystery,1
2650,1996,,Two for the Dough,1
2651,1997,,Turtle Moon,1
2652,1980,,Till We Have Faces: A Myth Retold,1
2653,1991,,Due di due (Bestsellers),1
2654,1992,,Westing Game,1
2655,1999,,Lily's Crossing (Yearling Newbery),1
2656,1984,,Where the Red Fern Grows,1
2657,1997,,"So Far From Home : The Diary of Mary Driscoll, an Irish Mill Girl, Lowell, Massachusetts, 1847 (Dear America)",1
2658,2003,,The Ultimate Weight Solution Food Guide,1
2659,1990,,Animal Farm,1
2660,1994,,"Bless Me, Ultima",1
2661,1994,,The Talismans of Shannara (Heritage of Shannara (Paperback)),1
2662,2001,,The End of the Rainbow (Hudson),1
2663,2000,,"Eye Of The Storm (Hudson, Book 3)",1
2664,2000,,Lightning Strikes (Hudson),1
2665,2000,,Rain,1
2666,1983,,Clinging to the Wreckage,1
2667,2001,,"Chicken Soup for the Teenage Soul Letters - Letters of Life, Love and Learning (Chicken Soup for the Teenage Soul)",1
2668,2000,,Orphans (Orphans Series),1
2669,2001,,Ensayo sobre la ceguera,1
2670,2000,,An Unwilling Bride,1
2671,2003,,Crime School,1
2672,2003,,All He Ever Wanted,1
2673,1999,,A Man Named Dave: A Story of Triumph and Forgiveness,1
2674,2002,,The Sunday Wife: A Novel,1
2675,2002,,Stone Kiss (Peter Decker &amp; Rina Lazarus Novels (Hardcover)),1
2676,2000,,Keeping Faith : A Novel,1
2677,2002,,The Emperor of Ocean Park (Today Show Book Club #1),1
2678,1995,,Red Azalea,1
2679,2002,,Blood Orchid (Holly Barker Novels (Hardcover)),1
2680,2002,,Good Girls Gone Bad,1
2681,2002,,Must Love Dogs: A Novel,1
2682,2002,,The Little Friend,1
2683,1999,,Throat,1
2684,2002,,Burn Factor,1
2685,1992,,"Unanswered Cries : A True Story Of Friends, Neighbors, And Murder In A Small Town",1
2686,2002,,Buried Evidence,1
2687,1992,,Saint Maybe,1
2688,1992,,Rules of Prey,1
2689,1995,,Fourth Procedure,1
2690,1997,,Mystery,1
2691,1999,,Monster: A Novel,1
2692,2001,,Violets Are Blue,1
2693,1996,,The Heir,1
2694,1997,,A Darker Dream,1
2695,2002,,Romancing Mister Bridgerton,1
2696,1996,,The Eyes of Darkness,1
2697,1991,,Mutation,1
2698,1998,,And Then You Die,1
2699,2002,,Portrait of a Killer: Jack the Ripper -- Case Closed,1
2700,2003,,The Kissing Game,1
2701,1992,,Eternity,1
2702,1992,,Real Murders,1
2703,2003,,Bare Bones : A Novel,1
2704,2002,,The Bonesetter's Daughter,1
2705,2000,,First Lady,1
2706,1998,,In the Name of Love : Ann Rule's Crime Files Volume 4 (Ann Rule's Crime Files),1
2707,1986,,A Heart So Wild,1
2708,2002,,Envy,1
2709,2002,,Slightly Shady,1
2710,1994,,Assumed Identity,1
2711,1998,,ESAU,1
2712,2001,,Betrayal in Death,1
2713,2002,,Girls Night,1
2714,2002,,Manifold: Space (Manifold (Paperback)),1
2715,2004,,Sam's Letters to Jennifer,1
2716,2004,,Paranoia : A Novel,1
2717,2003,,"Cry No More (Howard, Linda)",1
2718,2003,,The Killing Hour,1
2719,2003,,Blacklist: A V.I. Warshawski Novel,1
2720,2003,,Still Life With Crows,1
2721,2003,,Stone Cold: A Jesse Stone Novel,1
2722,2003,,Dirty Work,1
2723,2003,,Odd Thomas,1
2724,2003,,The Conspiracy Club,1
2725,2003,,The Murder Room,1
2726,2003,,A Perfect Day,1
2727,2003,,Seizure,1
2728,2003,,The Lake House,1
2729,1999,,Family Honor,1
2730,2001,,Big Trouble,1
2731,2002,,Passage,1
2732,1998,,The Last Heroes (Men at War (Paperback Jove)),1
2733,2003,,Stephen Coonts' Deep Black (Deep Black),1
2734,2002,,Temple,1
2735,1990,,Majestic,1
2736,2003,,Sleep No More,1
2737,2001,,The Lord of the Rings (Movie Art Cover),1
2738,2002,,A Kiss of Shadows (Meredith Gentry Novels (Paperback)),1
2739,2003,,A Caress of Twilight (Meredith Gentry Novels (Paperback)),1
2740,2004,,"Seduced By Moonlight (Hamilton, Laurell K)",1
2741,2004,,The Footprints of God : A Novel,1
2742,2003,,"The Gunslinger (The Dark Tower, Book 1)",1
2743,1996,,Private Altars,1
2744,1998,,Fear Nothing,1
2745,1995,,The Homing,1
2746,1996,,The Samurai's Garden : A Novel,1
2747,2001,,The Burning Times : A Novel of Medieval France,1
2748,2002,,Slammerkin,1
2749,2002,,The Book of Shadows,1
2750,2000,,Catfish and Mandala : A Two-Wheeled Voyage through the Landscape and Memory of Vietnam,1
2751,2000,,Song of the Exile (Ballantine Reader's Circle),1
2752,1993,,Living Wicca: A Further Guide for the Solitary Practitioner (Llewellyn's Practical Magick),1
2753,2001,,Stolen Lives: Twenty Years in a Desert Jail,1
2754,2002,,Welcome to the Great Mysterious (Ballantine Reader's Circle),1
2755,1990,,How To Win Friends And Influence People,1
2756,1990,,How to Stop Worrying and Start Living,1
2757,2002,,Dead Sleep,1
2758,1994,,The Dark Half,1
2759,,,Caddie Woodlawn,1
2760,1994,,LITTLE WOMEN,1
2761,2000,,"Vector Prime (Star Wars: The New Jedi Order, Book 1)",1
2762,1996,,"Invasion: The Soldiers of Fear (Star Trek: The Next Generation, No. 41)",1
2763,1999,,"The Silent Blade (Forgotten Realms:  Paths of Darkness, Book 1)",1
2764,1999,,River's End,1
2765,1982,,War and Peace (Penguin Classics),1
2766,1991,,Sojourn (Forgotten Realms Novel: Dark Elf Trilogy),1
2767,1990,,"Homeland (Forgotten Realms: The Dark Elf Trilogy, Book 1)",1
2768,1996,,Exile (Forgotten Realms: Dark Elf Trilogy),1
2769,1995,,Cry to Heaven,1
2770,1988,,Life and Death in Shanghai,1
2771,,,Holidays In Hell,1
2772,1995,,The Postman,1
2773,1994,,The Waterworks,1
2774,1995,,"Night of the Living Dummy (Goosebumps, No 7)",1
2775,2002,,"Take Me, I'm Yours (Avon Light Contemporary Romances)",1
2776,2002,,Fast Women,1
2777,2002,,Falling for April (Zebra Historical Romance),1
2778,1998,,Cunt: A Declaration of Independence (Live Girls),1
2779,2001,,Fly Me to the Moon (Zebra Contemporary Romance S.),1
2780,2001,,The Wolf King,1
2781,2002,,True North,1
2782,2002,,Female Intelligence,1
2783,2004,,Witness in Death (Eve Dallas Mysteries (Paperback)),1
2784,1981,,The Jungle (Bantam Classics),1
2785,1996,,Anthem,1
2786,1992,,Lila: An Inquiry Into Morals,1
2787,2000,,Merrick (Vampire Chronicles),1
2788,1998,,"The Vampire Armand : The Vampire Chronicles (Rice, Anne, Vampire Chronicles)",1
2789,2004,,Judgment in Death,1
2790,1993,,To Ride a Silver Broomstick: New Generation Witchcraft,1
2791,1978,,When God Was a Woman (Harvest/Hbj Book),1
2792,1989,,The Stranger,1
2793,2003,,Losing It (Red Dress Ink),1
2794,2002,,Full House (Janet Evanovich's Full Series),1
2795,2002,,"A Promising Man (and About Time, Too)",1
2796,1980,,Dragonflight,1
2797,1994,,Einstein's Dreams,1
2798,1988,,The Daughter of Time,1
2799,2002,,Now You See Me,1
2800,1995,,Going Native,1
2801,1995,,The National Parks : A Postcard Folio Book,1
2802,1995,,"Life, the Universe, and Everything (Hitchhiker's Trilogy (Paperback))",1
2803,1998,,The Hammer of Eden: A Novel,1
2804,2002,,"Don't Cry for Me, Hot Pastrami",1
2805,1989,,The Blooding,1
2806,1990,,F Is for Fugitive (Kinsey Millhone Mysteries (Paperback)),1
2807,1989,,E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback)),1
2808,1999,,Personal Injuries,1
2809,1997,,The Tailor of Panama,1
2810,1993,,Crystal Line,1
2811,2002,,The Regulators,1
2812,1993,,Magician: Apprentice (Riftwar Saga),1
2813,1989,,The RAGMAN'S SON,1
2814,,,Cest Beau Une Ville La Nuit,1
2815,1993,,Au bonheur des ogres (Collectiom Folio),1
2816,2001,,Perfume: The Story of a Murderer (Vintage International),1
2817,1981,,The Hobbit,1
2818,1984,,Delta Star,1
2819,1991,,The Anastasia Syndrome,1
2820,1991,,Golden Orange,1
2821,1999,,Hit Man,1
2822,1989,,A Walk Across America,1
2823,1998,,Plum Island,1
2824,1996,,Shinju,1
2825,2002,,The Shape of Water,1
2826,,,Butcher Boy,1
2827,1997,,Birdsong: A Novel of Love and War,1
2828,2000,,"Lady in Gil (Gil trilogy, Book 1)",1
2829,2002,,Warchild,1
2830,1996,,Expiration Date,1
2831,2002,,Total Recall: A V.I. Warshawski Novel,1
2832,1985,,A Separate Peace,1
2833,2001,,Stanislaski Sisters,1
2834,2003,,"The Slippery Slope (A Series of Unfortunate Events, Book 10)",1
2835,2002,,The Ice Child,1
2836,2002,,The World Below (Ballantine Reader's Circle),1
2837,1998,,"I'M Not Anti-Business, I'M Anti-Idiot-Dilbert",1
2838,2001,,Per Anhalter durch die Galaxis. Sammelband.,1
2839,1996,,The Law of Love,1
2840,1998,,The Secret Garden (Book and Charm),1
2841,1987,,Wolves of Willoughby Chase (Wolves Chronicles),1
2842,1986,,Mrs. Frisby and the Rats of Nimh,1
2843,1982,,Ramona the Pest (Ramona Quimby (Paperback)),1
2844,2001,,Harry Potter and the Prisoner of Azkaban (Book 3),1
2845,1992,,Strider (Cleary Reissue),1
2846,1970,,CADDIE WOODLAWN,1
2847,1991,,"Roll of Thunder, Hear My Cry",1
2848,1995,,Revenge of the Lawn Gnomes (Goosebumps #34),1
2849,2000,,Bee Season,1
2850,1994,,The Secret Garden (Puffin Classics),1
2851,1997,,Sabriel (The Abhorsen Trilogy),1
2852,1995,,The Eight,1
2853,,,Restaurant At the End of the Universe,1
2854,2000,,Don't Sweat The Small Stuff For Teens,1
2855,1997,,CHOCOLATE FOR A WOMANS SOUL : 77 STORIES TO FEED YOUR SPIRIT AND WARM YOUR HEART (Chocolate),1
2856,2003,,Coraline,1
2857,1997,,The Diary of a Young Girl: The Definitive Edition,1
2858,2003,,"Knocked Out by My Nunga-Nungas : Further, Further Confessions of Georgia Nicolson (Confessions of Georgia Nicolson)",1
2859,1990,,"Man from Mundania (Xanth Trilogy, No 12)",1
2860,1986,,Love Is Hell: Special New Mini-Jumbo Edition With Extra Bonus Cartoons,1
2861,2000,,Come Together,1
2862,2003,,Blessings : A Novel,1
2863,1997,,"The Drawing of the Three (The Dark Tower, Book 2)",1
2864,1998,,"Wizard and Glass (The Dark Tower, Book 4)",1
2865,1998,,Beloved,1
2866,1994,,Cannery Row (Twentieth-Century Classics),1
2867,2001,,The Eyes of the Dragon,1
2868,2001,,The Empty Chair,1
2869,2001,,Bridget Jones's Diary,1
2870,2001,,Fierce Invalids Home from Hot Climates,1
2871,2002,,The Summons,1
2872,1999,,The Sweet Potato Queens' Book of Love,1
2873,2001,,Drowning Ruth (Oprah's Book Club),1
2874,1994,,The Hope : A Novel,1
2875,2003,,Courting Trouble,1
2876,2001,,Normal Girl : A Novel,1
2877,1984,,The Haunting of Hill House,1
2878,1998,,The SECRET BOOK OF GRAZIA DEI ROSSI,1
2879,1992,,The Game,1
2880,1998,,To Say Nothing of the Dog,1
2881,1987,,Bluebeard's Egg and Other Stories,1
2882,2002,,Moving Target,1
2883,2001,,The Last Precinct,1
2884,1997,,Great Expectations (Wordsworth Classics),1
2885,2002,,Living Dead in Dallas (Southern Vampire Mysteries),1
2886,2001,,Dead Until Dark (Southern Vampire Mysteries),1
2887,1991,,September,1
2888,1995,,"The Scarecrow Walks at Midnight (Goosebumps, No 20)",1
2889,1995,,"Ghost Beach (Goosebumps, No 22)",1
2890,1997,,Grunts!: A Fantasy With Attitude,1
2891,1999,,The Clairvoyant,1
2892,1991,,Triple,1
2893,1961,,"Go, Dog, Go (I Can Read It All by Myself Beginner Books)",1
2894,1992,,Reunion (Star Trek: The Next Generation),1
2895,1984,,The Inheritor,1
2896,1970,,Phantom Tollbooth,1
2897,2000,,Carolina Moon,1
2898,2000,,Roses Are Red,1
2899,1991,,Dying Young,1
2900,1982,,La Vie devant soi,1
2901,2000,,Shrub: The Short but Happy Political Life of George W. Bush,1
2902,1986,,Meet Molly: An American Girl (The American Girls Collection),1
2903,1979,,The GREAT GATSBY (Scribner Classic),1
2904,1998,,"Schnee, der auf Zedern fÃƒ?Ã‚Â¤llt.",1
2905,2003,,Mein deutsches Dschungelbuch.,1
2906,1998,,Die PÃƒ?Ã‚Â¤pstin.,1
2907,1991,,Possession : A Romance,1
2908,2002,,Birds of Prey: A Novel of Suspense,1
2909,2004,,Outlaw Mountain: A Joanna Brady Mystery,1
2910,1997,,Dracula (Signet Classics (Paperback)),1
2911,1999,,The Claiming of Sleeping Beauty (Sleeping Beauty),1
2912,1998,,The Wind-Up Bird Chronicle,1
2913,1977,,The Two Towers,1
2914,1977,,The Fellowship of the Ring,1
2915,,,Schachnovelle,1
2916,1983,,Right Stuff,1
2917,2003,,"The Arctic Incident (Artemis Fowl, Book 2)",1
2918,2001,,Tulip Fever,1
2919,2003,,Milk Glass Moon (Ballantine Reader's Circle),1
2920,2004,,Wild Orchids : A Novel,1
2921,1996,,L Is for Lawless,1
2922,2004,,"Olivia Joules and the Overactive Imagination (Fielding, Helen)",1
2923,1993,,Turtle Moon,1
2924,2004,,The Time Traveler's Wife (Harvest Book),1
2925,1999,,The Inn at Lake Devine,1
2926,1991,,Then She Found Me,1
2927,2003,,The Color Purple,1
2928,1989,,The Paladin of the Night (Rose of Prophet No. 2),1
2929,1994,,Tailchaser's Song,1
2930,1986,,Tailchaser's Song,1
2931,1994,,Emergency Room (Point),1
2932,1982,,"The Mystery at Lilac Inn (Nancy Drew Mystery Stories, No 4)",1
2933,1965,,"The Secret of Shadow Ranch (Nancy Drew Mystery Stories, No 5)",1
2934,2002,,Rebecca's Tale,1
2935,1999,,Field of Thirteen,1
2936,1994,,The Cider House Rules,1
2937,1994,,"A History of God: The 4,000-Year Quest of Judaism, Christianity and Islam",1
2938,1990,,Rendezvous with Rama,1
2939,1994,,The Man in the Brown Suit (Agatha Christie Mysteries Collection (Paperback)),1
2940,1999,,A Night Without Armor : Poems,1
2941,1999,,Gates of Fire: An Epic Novel of the Battle of Thermopylae,1
2942,1994,,Fools Die,1
2943,1993,,Hotel Pastis: A Novel of Provence,1
2944,1997,,Violin,1
2945,2000,,Killing Time: A Novel of the Future,1
2946,1999,,Timeline,1
2947,1992,,Rising Sun,1
2948,1991,,Dubliners (Dover Thrift Editions),1
2949,1999,,All Tomorrow's Parties,1
2950,1991,,Animal Dreams,1
2951,1984,,Nathaniel,1
2952,1999,,Annie's Rainbow (Zebra Contemporary Romance),1
2953,1992,,"People of the Earth (The First North Americans series, Book 3)",1
2954,1996,,The Servants of Twilight,1
2955,2002,,Long Time No See,1
2956,1996,,Silent Treatment,1
2957,1997,,Sleepwalk,1
2958,2003,,Dreamcatcher,1
2959,1993,,The Black Echo (Detective Harry Bosch Mysteries),1
2960,1998,,Love in the Time of Cholera,1
2961,1989,,The Charm School,1
2962,1982,,The Glitter Dome,1
2963,1997,,Masquerade,1
2964,1988,,The Other Side of Midnight,1
2965,1990,,TOO DEEP FOR TEARS,1
2966,1999,,Just A Minute More - Glimpses of our Great Canadian Heritage,1
2967,1997,,Outrage: The Five Reasons Why O. J. Simpson Got Away With Murder,1
2968,1984,,"Castle of Wizardry (The Belgariad, Book 4)",1
2969,1994,,Old Songs in a New Cafe : Selected Essays,1
2970,1999,,Rebellion,1
2971,1998,,The Ghost,1
2972,1996,,Sleepers,1
2973,2000,,Consuming Passions : A Food-Obsessed Life,1
2974,1995,,"Don't Die, My Love",1
2975,2003,,The Last Promise,1
2976,1996,,Driver's Ed,1
2977,1991,,Slow Heat in Heaven,1
2978,2002,,About a Boy,1
2979,2002,,Billy,1
2980,2002,,The Botany of Desire: A Plant's-Eye View of the World,1
2981,1976,,Otherwise Known As Sheila the Great,1
2982,1995,,And Then There Were None,1
2983,1999,,Coast Road: A Novel,1
2984,1997,,The Girlfriends' Guide to Surviving the First Year of Motherhood: Wise and Witty Advice on Everything from Coping With Postpartum Mood Swings to Salva ...  to  Fitting into That Favorite Pair of Jeans,1
2985,1986,,Women Who Love Too Much,1
2986,1993,,The A.B.C. Murders,1
2987,2002,,If Looks Could Kill,1
2988,1988,,Strata,1
2989,2001,,Under the Skin: A Novel,1
2990,1991,,Long Dark Tea Time of the Soul,1
2991,1994,,Name of the Rose,1
2992,2001,,Jim the Boy : A Novel,1
2993,1983,,Water Music (The Penguin Contemporary American Fiction Series),1
2994,1995,,Hotel Du Lac (Vintage Contemporaries),1
2995,1998,,The Angel of Darkness,1
2996,1985,,The Woman in White (Classics),1
2997,1990,,Lady Oracle,1
2998,1980,,The Edible Woman,1
2999,1981,,Pride and Prejudice,1
3000,1998,,Lives of the Monster Dogs,1
3001,2000,,Devilish,1
3002,1982,,"Gabriela, Clove and Cinnamon",1
3003,1994,,Things Fall Apart : A Novel,1
3004,1998,,Butterfly (Orphans),1
3005,,,84 Charing Cross Road,1
3006,,,"Life,the Universe and Everything",1
3007,1998,,"Welcome to the World, Baby Girl! : A Novel",1
3008,1999,,Jewel (Oprah's Book Club),1
3009,2000,,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,1
3010,2000,,Traumreisende.,1
3011,1999,,The Transall Saga,1
3012,1991,,The Three Stigmata of Palmer Eldritch,1
3013,2003,,Quentins,1
3014,1995,,The Indictment,1
3015,1994,,I Is for Innocent,1
3016,2001,,The Many Aspects of Mobile Home Living: A Novel (Vintage Contemporaries),1
3017,2003,,Monkeewrench,1
3018,2001,,Jackdaws,1
3019,1997,,Evening Class,1
3020,1999,,The Eleventh Commandment,1
3021,2002,,Morality for Beautiful Girls (No.1 Ladies Detective Agency),1
3022,1991,,New Orleans Mourning (Skip Langdon Novels (Paperback)),1
3023,1999,,N Is for Noose,1
3024,2002,,The Bronze Horseman,1
3025,1989,,Anguished English: An Anthology of Accidental Assaults Upon Our Language,1
3026,2000,,The Little Prince,1
3027,1992,,Native Tongue,1
3028,2000,,Fierce Invalids Home from Hot Climates,1
3029,1997,,Picture of Dorian Gray (Wordsworth Classics),1
3030,1999,,Orlando: A Biography,1
3031,1996,,Trainspotting,1
3032,2004,,Shutter Island,1
3033,1976,,Where Are the Children,1
3034,1989,,Darkness and Light (Dragonlance: Preludes),1
3035,1996,,The Summer of the Swans,1
3036,1976,,A Wrinkle in Time,1
3037,1969,,Lady Chatterley's Lover,1
3038,2003,,Getting Over Jack Wagner,1
3039,1996,,Chicken Soup for the Soul at Work (Chicken Soup for the Soul Series (Paper)),1
3040,1988,,"Charlie and the Great Glass Elevator: The Further Adventures of Charlie Bucket and Willie Wonka, Chocolate-Maker Extraordinary",1
3041,1995,,Our Dreaming Mind,1
3042,1992,,Care of the Soul: A Guide for Cultivating Depth and Sacredness in Everyday Life,1
3043,2000,,Gap Creek: A Novel,1
3044,1994,,"Three Lives: Stories of the Good Anna, Melanctha and the Gentle Lena (Dover Thrift Editions)",1
3045,2000,,Fried Green Tomatoes at the Whistle Stop Cafe,1
3046,1996,,The English Patient,1
3047,2002,,The Fourth Hand,1
3048,1999,,The Seville Communion,1
3049,1998,,Baltasar and Blimunda,1
3050,2001,,All the Names,1
3051,1998,,Straight Man : A Novel (Vintage Contemporaries),1
3052,1998,,The Club Dumas: A Novel,1
3053,2001,,A Widow for One Year,1
3054,1997,,Anna Karenina (Wordsworth Classics),1
3055,2000,,Amy and Isabelle : A novel,1
3056,2000,,The Map of Love,1
3057,1999,,The All-True Travels and Adventures of Lidie Newton: A Novel (Ballantine Reader's Circle),1
3058,1982,,WHITE HOTEL,1
3059,1990,,All I Need to Know I Learned from My Cat,1
3060,1996,,Windy City Blues (V.I. Warshawski Novels (Paperback)),1
3061,1999,,A Pirate Looks at Fifty,1
3062,1994,,The LAST VAMPIRE (LAST VAMPIRE 1) : THE LAST VAMPIRE,1
3063,1995,,The Deep Blue Good-By,1
3064,2001,,Fearless Jones,1
3065,1993,,Lasher,1
3066,2001,,The Forgotten: A Peter Decker/Rina Lazarus Novel,1
3067,1993,,Dragon Tears,1
3068,1993,,The Hope: A Novel,1
3069,1998,,Night Passage (Jesse Stone Novels (Paperback)),1
3070,2002,,Harry Potter and the Goblet of Fire (Book 4),1
3071,2001,,A Common Life : The Wedding Story (The Mitford Years),1
3072,2000,,All Tomorrow's Parties,1
3073,1991,,Biblioholism: The Literary Addiction,1
3074,1983,,Shane,1
3075,2001,,Ghost Soldiers: The Forgotten Epic Story of World War II's Most Dramatic Mission,1
3076,2003,,Shepherds Abiding,1
3077,,,Horse Whisperer,1
3078,2003,,Big Fish,1
3079,1996,,Black Like Me,1
3080,,,Shunning,1
3081,1996,,Wuthering Heights (Penguin Classics),1
3082,1998,,A Samba for Sherlock,1
3083,1998,,Dracula (Oxford World's Classics),1
3084,2003,,A Body to Die For,1
3085,2003,,The Oath,1
3086,2003,,The Twentieth Wife: A Novel,1
3087,1991,,Billy Bathgate: A Novel,1
3088,1990,,Dawn (Cutler),1
3089,1998,,Ashworth Hall (Charlotte &amp; Thomas Pitt Novels (Paperback)),1
3090,1998,,Fat Tuesday,1
3091,1989,,Quozl,1
3092,1998,,Reign in Hell,1
3093,1995,,Fool's Puzzle,1
3094,1990,,Copy Kat (Kat Colorado Mysteries),1
3095,1999,,Stray Kat Waltz (Kat Colorado Mysteries),1
3096,2000,,In a Dry Season,1
3097,2000,,Death du Jour,1
3098,1999,,Cold Blood,1
3099,1999,,Critical Mass,1
3100,1994,,Mohawk (Vintage Contemporaries),1
3101,1997,,Purification Ceremony,1
3102,1997,,Unnatural Exposure,1
3103,2000,,The Last Precinct,1
3104,1997,,Cat and Mouse,1
3105,1994,,Couplehood,1
3106,1995,,Perfect Justice,1
3107,1995,,Escape the Night,1
3108,1998,,The Grilling Season,1
3109,1996,,Trial by Fire,1
3110,1997,,White Smoke: A Novel About the Next Papal Conclave,1
3111,2001,,Kissed a Sad Goodbye (Duncan Kincaid/Gemma James Novels (Paperback)),1
3112,1998,,Render Up the Body : A Novel of Suspense,1
3113,2000,,Legacies : A Repairman Jack Novel (Repairman Jack),1
3114,2000,,Stealing Time (April Woo Suspense Novels (Paperback)),1
3115,1999,,The Disappearance,1
3116,1997,,Deception on His Mind,1
3117,2000,,The Devil's Code,1
3118,1996,,Guilty As Sin,1
3119,1994,,Ivanhoe (Penguin Popular Classics),1
3120,1975,,Lady Susan ; The Watsons ; Sanditon (Penguin English Library),1
3121,,,Surfacing,1
3122,1983,,I Know Why the Caged Bird Sings,1
3123,1991,,Not Exactly a Brahmin,1
3124,1993,,Murder on the Iditarod Trail (Alaska Mysteries (Paperback)),1
3125,2000,,Shell Game (Kathleen Mallory Novels (Paperback)),1
